id	doi	title	author	journaltitle	volume	issue	pubdate	pagerange	publisher	type	reviewed-work	abstract
10.2307/3668501	10.2307/3668501	Diversity and Distribution of Plant Species in Agro-Ecosystems of Egypt	Monier M. Abd El-Ghani, Nadia El-Sawaf	Systematics and Geography of Plants	74	2	2004-01-01T00:00:00Z	pp. 319-336	National Botanic Garden of Belgium	fla		Diversity and distribution of plant species at 105 sites (63 in the Oases of the Western Desert and 42 in the Nile land) of seven major irrigated croplands in Egypt was surveyed using stratified sampling technique. These sites were distributed as follows: twelve in Siwa Oasis, fifteen in Bahariya Oasis, fifteen in Farafra Oasis, seven in Dakhla Oasis, fourteen in Kharga Oasis, fifteen in Faiyum Governorate and 27 in central Delta region. A total of 328 species belonging to 212 genera and 59 families were recorded. The highest numbers of species were found in the Faiyum Governorate and Bahariya Oasis while those of Kharga and Dakhla Oases were the lowest. The families with the highest number of species (60% of the total) were Poaceae (53 species), Asteraceae (37 species), Fabaceae (29 species), Cyperaceae (ninteen species), Chenopodiaceae (fifteen species), Brassicaceae (thirteen species), Caryophyllaceae (twelve species), Euphorbiaceae and Polygonaceae (ten species each). Six alien weedy species were recorded for the first time. In this study, five main habitat types were recognised which are supported by spatial analysis: i, farmlands (including irrigated crop-fields and orchards); ii, canal banks; iii, reclaimed lands; iv, waste lands (including moist and abandoned saline field plots but not salt marshes) and; v, water bodies. TWINSPAN and DCA analyses of 105 sites & 186 species of frequency percentages >5% showed six site groups, with the Nile land and the Oases croplands as clearly separated agro-ecosystems.	
10.2307/25173239	10.2307/25173239	Effects of Study Design and Analysis on the Spatial Community Structure Detected by Multiscale Ordination	Barbara M. Schlup, Helene H. Wagner	Journal of Vegetation Science	19	5	2008-10-01T00:00:00Z	pp. 621-632	Wiley	fla		Question: What are the effects of different aspects of data collection and analysis on the spatial partitioning of ordination results by multiscale ordination? Locations: Heterogeneous pasture at Marchairuz in the Jura mountains, Switzerland and Mixed hardwood-pine forest in Oostings Natural Area, NC, USA. Methods: We evaluated the efficiency of different sampling designs for identifying the spatial structure of plant communities and analysed two datasets with multiscale ordination. We compared the effects of quadrat size, the number of species included in the analysis, data type, detrending and ordination method on the shape and precision of the community variogram summarizing spatial community structure. Results: A three-block sampling design provided a more even distribution of the number of pairs of observation per distance class than random, transect or grid designs. The precision of variogram estimates depended more strongly on the number of species than on the number of quadrats. In contrast, the choice of data type (abundance transformation) had little influence on the shape of the variogram. Detrending reduced the range of spatial autocorrelation. An increase in quadrat size resulted in a smoother variogram and stronger spatial autocorrelation. Principal components analysis (PCA) and Redundancy analysis (RDA) resulted in a larger range of spatial autocorrelation values than did Correspondence analysis (CA) and Canonical correspondence analysis (CCA), but the shape of the variograms was similar. Conclusion: Random samples as well as transects and regular grids may not be efficient sampling designs for spatial analysis of community structure. While the number of species considered strongly affects the precision of a community variogram, its shape depends on the size of the sampling units. Earlier studies may have overestimated the spatial scale of internal organization in plant communities.	
10.2307/3030837	10.2307/3030837	1592-1616		Population Index	3	4	1937-10-01T00:00:00Z	pp. 202-204	Office of Population Research	mis			
10.2307/2749650	10.2307/2749650	Confidentiality Assurances and Response: A Quantitative Review of the Experimental Literature	Eleanor Singer, Dawn R. Von Thurn, Esther R. Miller	The Public Opinion Quarterly	59	1	1995-04-01T00:00:00Z	pp. 66-77	American Association for Public Opinion Research, Oxford University Press	fla		This article tests the general hypothesis that a stronger assurance of confidentiality improves survey response by means of a meta-analysis of the experimental literature. No support is found for the general hypothesis, but the subsidiary hypothesis, that confidentiality assurances improve response when the data asked about are sensitive, is supported. Under those circumstances, the effect of confidentiality assurances is small but statistically significant and is robust in the presence of a variety of control variables.	
10.2307/4176436	10.2307/4176436		John Archibald	Journal of Linguistics	33	2	1997-09-01T00:00:00Z	pp. 610-615	Cambridge University Press	brv	Signal to Syntax: Bootstrapping from Speech to Grammar in Early Acquisition|James L. Morgan;Katherine Demuth		
10.2307/40470606	10.2307/40470606	Bringing the Market into the World: Rupture and Stability in the Emergence of a New Industry	George Warskett	International Journal of Political Economy	23	4	1993-12-01T00:00:00Z	pp. 27-47	M.E. Sharpe, Inc.	fla			
10.2307/41236621	10.2307/41236621	The Impact of Immigrant Concentration in Spanish Schools: School, Class, and Composition Effects	Héctor Cebolla-Boado, Luis Garrido Medina	European Sociological Review	27	5	2011-10-01T00:00:00Z	pp. 606-623	Oxford University Press	fla		The existence of a negative correlation between the concentration of immigrants in certain schools and the school attainment of its students is a well-documented empirical conclusion in the American and European sociology of education, yet sociologists of education are still debating why the migrant (and ethnic) composition of schools has such an impact on results above and beyond individual characteristics. Using a Spanish survey study (INECSE, Evaluación de la Educación Primaria 2003, Madrid, 2005), this article intends to confirm and measure the poorer results of students in schools where immigrants are more highly represented. It also seeks to identify potential explanations to account for variation in attainment due to the concentration of immigrant origin students in some schools. In the literature, the empirical analyses that seek to explain this empirical regularity are far less frequent, despite the fact that the list of its potential causes includes several mediating mechanisms. We deal with three main groups of causes that could be responsible for this regularity: (i) micro-interactions or peer group effects; (ii) compositional effects—the pupil population is not randomly distributed on the school map but according to important features that determine their future school attainment (such as socio-economic status); and (iii) school/classroom effects—given their contextual characteristics, the quantity and quality of their human and material resources, some schools offer a less stimulating learning environment.	
10.2307/30047207	10.2307/30047207	Basement New Literacies: Dialogue with a First-Year Teacher	William Kist	The English Journal	97	1	2007-09-01T00:00:00Z	pp. 43-48	National Council of Teachers of English	fla		How can we prepare and encourage new teachers to take on the challenge of changing traditional views of literacy education? Teacher educator William Kist shares a first-year teacher's story of incorporating new literacies within an eighth-grade alternative classroom.	
10.2307/208501	10.2307/208501	Oceanic and Climatic Phenomena along the West Coast of South America during 1925	Robert Cushman Murphy	Geographical Review	16	1	1926-01-01T00:00:00Z	pp. 26-54	American Geographical Society	fla			
10.2307/3030699	10.2307/3030699	388-405		Population Index	3	1	1937-01-01T00:00:00Z	pp. 38-39	Office of Population Research	mis			
10.2307/25680354	10.2307/25680354	Translocation to a fragmented landscape: survival, movement, and site fidelity of Northern Bobwhites	Theron M. Terhune, D. Clay Sisson, William E. Palmer, Brant C. Faircloth, H. Lee Stribling, John P. Carroll	Ecological Applications	20	4	2010-06-01T00:00:00Z	pp. 1040-1052	Ecological Society of America	fla		Habitat fragmentation, degradation, and loss have taxed early-successional species including the Northern Bobwhite (Colinus virginianus) and numerous grassland obligate birds. Translocation is often applied to counteract the consequences of habitat fragmentation through the creation, reestablishment, or augmentation of wild populations for the purposes of conservation, biodiversity maintenance. However, the implementation of these techniques is often conducted without valid experimental designs and therefore lacks robust, empirical data needed to evaluate and advance the knowledge and application of translocation. Despite the increasing amount of habitat management applied to patches among fragmented landscapes, a paucity of source populations often limits natural (re)colonization. As such, translocation may serve as a surrogate to natural dispersal, but its efficacy among fragmented landscapes is uncertain. Few studies exist that have assessed site fidelity, movement, and survival of individuals following translocation among fragmented landscapes. Thus, we experimentally evaluated the efficacy of translocation using known-fate and multi-strata models to evaluate hypotheses of temporal, biological, and group effects on survival and movement of translocated and resident bobwhites. We did not detect differences in survival or movement between translocated and resident bobwhites, suggesting that movement of individuals to a fragmented habitat does not negatively influence these demographic attributes. Based on these data, we suggest that two site-specific criteria should be met prior to instituting translocation: habitat management should be conducted to ensure that quality habitat exists and the patch size should be a minimum of 600 ha of quality habitat (poorer sites may warrant even larger patches). Translocation is a viable conservation method for increasing abundance in patches when habitat quality is high but source populations are limited.	
